income,age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week
0,34,Private,HS-grad,NotMarried,Adm-clerical,Not-in-family,White,Female,36
0,20,Private,Some-college,NotMarried,Sales,Own-child,White,Female,40
0,27,Self-emp-inc,Masters,NotMarried,Transport-moving,Own-child,White,Male,40
0,36,Federal-gov,HS-grad,Married,Adm-clerical,Wife,White,Female,40
0,35,Private,Some-college,Married,Sales,Husband,White,Male,40
0,37,Private,HS-grad,Separated,Exec-managerial,Not-in-family,White,Male,35
0,32,Private,HS-grad,Married,Craft-repair,Husband,White,Male,50
0,32,Private,Masters,NotMarried,Prof-specialty,Not-in-family,White,Female,20
0,52,Private,HS-grad,Separated,Sales,Not-in-family,White,Female,48
1,50,Private,Some-college,Married,Craft-repair,Husband,White,Male,40
0,23,Private,HS-grad,NotMarried,Other-service,Not-in-family,White,Female,30
0,25,Private,HS-grad,Married,Craft-repair,Husband,White,Male,45
0,21,Private,Preschool,NotMarried,Farming-fishing,Not-in-family,White,Male,50
0,31,Private,HS-grad,Separated,Sales,Not-in-family,White,Female,32
0,31,Self-emp-not-inc,Some-college,Married,Other-service,Wife,White,Female,30
0,41,Private,Assoc-voc,Separated,Other-service,Not-in-family,White,Male,40
0,47,Private,Some-college,Married,Tech-support,Husband,White,Male,60
0,20,,Some-college,NotMarried,,Own-child,White,Female,10
0,20,Private,Some-college,NotMarried,Adm-clerical,Not-in-family,White,Female,45
0,29,Private,10th,Separated,Machine-op-inspct,Not-in-family,Black,Female,25
0,51,Local-gov,Some-college,Widowed,Adm-clerical,Not-in-family,White,Female,40
1,30,Local-gov,Bachelors,Married,Prof-specialty,Wife,White,Female,33
0,23,,Some-college,NotMarried,,Not-in-family,White,Female,12
1,48,Private,Bachelors,Married,Adm-clerical,Husband,White,Male,35
1,39,Private,HS-grad,Separated,Exec-managerial,Not-in-family,White,Male,40
0,62,Private,Bachelors,Married,Sales,Husband,White,Male,35
0,22,Private,Bachelors,NotMarried,Other-service,Not-in-family,White,Male,30
1,46,Federal-gov,Bachelors,Married,Exec-managerial,Husband,White,Male,40
1,51,Local-gov,Masters,Married,Prof-specialty,Husband,White,Male,35
0,20,Private,HS-grad,NotMarried,Sales,Not-in-family,White,Female,32
1,40,Self-emp-inc,Assoc-acdm,Married,Sales,Husband,White,Male,50
0,31,Private,Bachelors,NotMarried,Tech-support,Not-in-family,White,Male,40
0,30,Private,Some-college,NotMarried,Craft-repair,Own-child,White,Male,40
0,52,Private,HS-grad,Married,Adm-clerical,Wife,White,Female,38
0,20,Private,HS-grad,NotMarried,Prof-specialty,Other-relative,White,Female,40
1,37,Local-gov,Assoc-voc,Married,Exec-managerial,Husband,White,Male,40
0,65,Private,Bachelors,Widowed,Other-service,Not-in-family,White,Female,40
0,40,Private,Bachelors,NotMarried,Prof-specialty,Not-in-family,White,Male,40
1,60,Local-gov,Bachelors,Married,Protective-serv,Husband,White,Male,48
0,27,Private,HS-grad,NotMarried,Craft-repair,Not-in-family,White,Male,35
1,62,Private,Bachelors,Married,Sales,Husband,White,Male,60
0,53,Private,HS-grad,Separated,Sales,Not-in-family,White,Female,35
1,38,Private,Bachelors,Married,Sales,Husband,White,Male,50
0,49,Private,Assoc-voc,Married,Prof-specialty,Husband,White,Male,40
0,21,Private,HS-grad,NotMarried,Machine-op-inspct,Own-child,White,Male,40
0,18,Private,Some-college,NotMarried,Adm-clerical,Own-child,White,Male,40
0,25,Private,Bachelors,NotMarried,Prof-specialty,Other-relative,White,Male,40
0,36,Private,11th,Married,Craft-repair,Husband,White,Male,40
1,52,Private,HS-grad,Married,Exec-managerial,Husband,White,Male,55
0,19,Private,Some-college,NotMarried,Tech-support,Own-child,White,Male,14
0,23,Private,Bachelors,NotMarried,Adm-clerical,Not-in-family,White,Female,40
0,63,Self-emp-not-inc,Bachelors,Married,Sales,Husband,White,Male,15
0,63,Self-emp-not-inc,Assoc-voc,Married,Other-service,Husband,White,Male,45
1,62,Self-emp-inc,Bachelors,Separated,Sales,Not-in-family,White,Male,40
1,51,Self-emp-not-inc,Assoc-acdm,Married,Sales,Husband,White,Male,30
0,76,Local-gov,Some-college,Widowed,Adm-clerical,Not-in-family,White,Female,30
0,50,Private,HS-grad,Married,Craft-repair,Husband,White,Male,45
1,45,Self-emp-inc,HS-grad,Married,Craft-repair,Husband,White,Male,50
1,44,Self-emp-inc,Some-college,Separated,Sales,Own-child,White,Male,45
0,51,Private,7th-8th,Married,Transport-moving,Husband,Black,Male,40
0,42,Local-gov,Bachelors,NotMarried,Exec-managerial,Own-child,White,Male,35
1,43,Local-gov,Masters,Married,Prof-specialty,Husband,White,Male,40
0,53,Private,11th,Married,Machine-op-inspct,Husband,White,Male,40
0,29,Private,Assoc-voc,Married,Adm-clerical,Husband,White,Male,40
0,41,Private,Some-college,Married,Prof-specialty,Husband,White,Male,40
0,44,Federal-gov,HS-grad,Separated,Craft-repair,Unmarried,White,Male,40
0,35,Private,10th,Widowed,Other-service,Not-in-family,Black,Female,40
0,27,Private,HS-grad,Married,Craft-repair,Husband,White,Male,40
0,35,Private,Some-college,Married,Prof-specialty,Husband,White,Male,50
0,60,Private,Assoc-voc,Widowed,Craft-repair,Not-in-family,White,Female,30
1,49,Private,Some-college,Separated,Exec-managerial,Not-in-family,White,Male,45
0,33,Private,Bachelors,Married,Exec-managerial,Husband,White,Male,45
1,35,Private,Bachelors,Married,Sales,Husband,White,Male,40
0,31,State-gov,Some-college,Married,Adm-clerical,Husband,White,Male,38
1,54,Private,HS-grad,Married,Adm-clerical,Husband,White,Male,60
0,57,Self-emp-not-inc,Doctorate,Married,Prof-specialty,Husband,White,Male,35
0,30,Private,9th,NotMarried,Craft-repair,Own-child,White,Male,45
0,45,Private,10th,NotMarried,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,40
1,41,Private,Some-college,Married,Machine-op-inspct,Husband,White,Male,42
0,25,Private,Bachelors,NotMarried,Other-service,Own-child,White,Male,18
1,51,Self-emp-inc,Some-college,Married,Exec-managerial,Husband,White,Male,40
0,42,Private,5th-6th,Separated,Adm-clerical,Other-relative,White,Male,40
0,28,Private,Assoc-voc,NotMarried,Handlers-cleaners,Not-in-family,White,Male,45
0,47,,10th,Married,,Wife,White,Female,20
0,53,Federal-gov,Bachelors,Separated,Tech-support,Not-in-family,Amer-Indian-Eskimo,Male,40
1,31,Private,Bachelors,NotMarried,Exec-managerial,Not-in-family,White,Female,50
1,46,Private,11th,Married,Other-service,Husband,Black,Male,40
0,25,Federal-gov,HS-grad,NotMarried,Adm-clerical,Other-relative,White,Female,40
0,47,Private,HS-grad,Married,Machine-op-inspct,Husband,White,Male,40
0,26,Private,Bachelors,Married,Prof-specialty,Husband,White,Male,50
0,30,Private,HS-grad,Married,Transport-moving,Husband,White,Male,40
0,48,Private,HS-grad,Married,Craft-repair,Husband,White,Male,40
0,22,Private,Some-college,NotMarried,Other-service,Own-child,Black,Male,40
0,32,Self-emp-not-inc,Some-college,Married,Craft-repair,Husband,White,Male,30
1,33,Self-emp-not-inc,Doctorate,NotMarried,Prof-specialty,Not-in-family,White,Male,45
0,31,Private,HS-grad,Married,Other-service,Husband,White,Male,40
1,43,Private,Some-college,Married,Other-service,Wife,White,Female,20
0,26,Private,Assoc-voc,NotMarried,Other-service,Not-in-family,White,Female,40
0,34,Private,HS-grad,Married,Farming-fishing,Husband,Black,Male,40
1,50,Local-gov,Bachelors,Married,Prof-specialty,Wife,White,Female,40
0,30,State-gov,HS-grad,Separated,Adm-clerical,Unmarried,Black,Female,40
0,17,Private,11th,NotMarried,Other-service,Own-child,White,Male,20
0,35,Local-gov,Masters,NotMarried,Prof-specialty,Own-child,Black,Female,40
0,29,Private,Some-college,Married,Craft-repair,Husband,White,Male,40
0,27,Federal-gov,Assoc-acdm,Married,Adm-clerical,Husband,White,Male,40
0,32,Self-emp-not-inc,Bachelors,Married,Exec-managerial,Husband,Black,Male,40
1,34,Private,Bachelors,NotMarried,Sales,Own-child,White,Male,40
0,32,Private,HS-grad,Separated,Handlers-cleaners,Not-in-family,White,Female,40
0,47,Federal-gov,Some-college,Separated,Adm-clerical,Unmarried,White,Female,40
0,40,Private,Some-college,NotMarried,Sales,Not-in-family,White,Female,40
0,26,Private,Assoc-voc,NotMarried,Other-service,Not-in-family,White,Female,40
0,30,Private,HS-grad,NotMarried,Other-service,Not-in-family,White,Female,40
0,54,Private,HS-grad,Separated,Craft-repair,Not-in-family,White,Male,40
1,53,Private,Bachelors,Married,Prof-specialty,Husband,White,Male,55
1,38,Private,Bachelors,Married,Exec-managerial,Husband,White,Male,40
0,43,Private,7th-8th,Separated,Farming-fishing,Not-in-family,Black,Male,40
0,25,Private,Some-college,NotMarried,Farming-fishing,Own-child,White,Male,20
0,39,Private,HS-grad,Married,Craft-repair,Husband,White,Male,40
1,57,Local-gov,HS-grad,Married,Transport-moving,Husband,White,Male,25
0,47,Private,HS-grad,Married,Other-service,Husband,White,Male,34
0,45,Private,HS-grad,Separated,Other-service,Other-relative,Black,Female,35
0,24,State-gov,Bachelors,NotMarried,Prof-specialty,Not-in-family,White,Male,40
0,32,Self-emp-not-inc,10th,Separated,Craft-repair,Not-in-family,White,Male,40
0,25,Private,Some-college,NotMarried,Sales,Not-in-family,White,Male,35
0,57,Private,5th-6th,Separated,Machine-op-inspct,Not-in-family,White,Female,40
1,28,Private,Bachelors,Married,Prof-specialty,Wife,White,Female,24
0,28,Private,HS-grad,Married,Sales,Husband,White,Male,51
0,27,Private,Bachelors,NotMarried,Prof-specialty,Not-in-family,White,Female,55
0,28,Private,Bachelors,NotMarried,Adm-clerical,Not-in-family,White,Female,20
0,74,,1st-4th,Married,,Husband,Black,Male,40
0,44,Self-emp-not-inc,HS-grad,Married,Farming-fishing,Husband,Asian-Pac-Islander,Male,42
0,27,Private,HS-grad,NotMarried,Machine-op-inspct,Own-child,White,Male,45
0,61,Private,Bachelors,Married,Exec-managerial,Husband,White,Male,40
0,25,Private,11th,NotMarried,Other-service,Not-in-family,White,Male,99
0,28,Private,9th,NotMarried,Handlers-cleaners,Own-child,Black,Female,24
0,20,Private,Some-college,NotMarried,Craft-repair,Own-child,White,Male,40
0,33,Private,Assoc-voc,NotMarried,Sales,Own-child,Asian-Pac-Islander,Male,40
0,38,State-gov,HS-grad,Separated,Other-service,Not-in-family,White,Male,40
0,31,Private,HS-grad,NotMarried,Sales,Unmarried,Black,Female,25
1,40,Private,Masters,NotMarried,Prof-specialty,Not-in-family,White,Female,45
1,43,Private,Some-college,Married,Exec-managerial,Husband,White,Male,55
1,38,Private,Masters,Married,Exec-managerial,Husband,White,Male,60
0,19,Private,Some-college,NotMarried,Exec-managerial,Own-child,Black,Male,30
0,56,Private,Assoc-acdm,Married,Other-service,Husband,White,Male,50
1,38,Private,Masters,Separated,Exec-managerial,Not-in-family,White,Male,45
0,30,,Bachelors,Married,,Wife,White,Female,4
0,22,Private,HS-grad,Married,Priv-house-serv,Wife,White,Female,40
0,18,State-gov,HS-grad,NotMarried,Other-service,Own-child,White,Male,25
0,68,Private,Some-college,Widowed,Other-service,Not-in-family,White,Female,20
0,35,Private,Assoc-voc,Separated,Transport-moving,Not-in-family,White,Male,50
0,42,Private,7th-8th,Married,Other-service,Other-relative,Asian-Pac-Islander,Female,48
0,32,Private,10th,Separated,Craft-repair,Unmarried,White,Male,40
1,43,Federal-gov,Some-college,Married,Prof-specialty,Wife,White,Female,40
0,30,Private,10th,NotMarried,Machine-op-inspct,Unmarried,Black,Female,40
0,62,Private,Some-college,Married,Tech-support,Husband,White,Male,24
0,38,Private,Assoc-voc,Married,Machine-op-inspct,Husband,White,Male,40
0,27,Private,HS-grad,NotMarried,Handlers-cleaners,Own-child,White,Male,40
1,28,Private,Doctorate,NotMarried,Prof-specialty,Not-in-family,White,Female,60
0,26,Private,Assoc-voc,NotMarried,Other-service,Not-in-family,White,Male,40
0,21,Private,Some-college,NotMarried,Machine-op-inspct,Own-child,White,Male,20
0,19,Private,HS-grad,NotMarried,Other-service,Other-relative,Black,Male,40
0,20,Private,Some-college,NotMarried,Adm-clerical,Own-child,White,Male,30
0,25,State-gov,Bachelors,NotMarried,Protective-serv,Not-in-family,Black,Male,40
0,28,Self-emp-not-inc,Some-college,NotMarried,Craft-repair,Own-child,White,Male,50
1,36,Private,Assoc-voc,NotMarried,Adm-clerical,Not-in-family,White,Male,42
0,23,Private,Bachelors,NotMarried,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,40
0,24,Private,Bachelors,Married,Adm-clerical,Wife,White,Female,50
0,23,Private,HS-grad,NotMarried,Other-service,Not-in-family,White,Female,40
0,24,Private,Bachelors,NotMarried,Prof-specialty,Own-child,White,Female,20
0,25,Self-emp-not-inc,HS-grad,NotMarried,Other-service,Not-in-family,White,Male,8
0,24,Private,HS-grad,NotMarried,Machine-op-inspct,Not-in-family,White,Male,40
0,30,Private,HS-grad,Married,Exec-managerial,Husband,White,Male,62
0,26,Private,Bachelors,NotMarried,Sales,Own-child,White,Female,45
0,62,,Masters,Married,,Husband,White,Male,50
0,36,Private,Some-college,Married,Exec-managerial,Wife,White,Female,33
0,45,Private,HS-grad,Married,Other-service,Husband,Asian-Pac-Islander,Male,40
0,31,Private,Assoc-acdm,Separated,Sales,Unmarried,White,Female,45
0,34,Private,HS-grad,NotMarried,Adm-clerical,Not-in-family,White,Male,48
1,65,Self-emp-inc,Bachelors,Married,Exec-managerial,Husband,White,Male,44
0,42,Private,Assoc-voc,Separated,Prof-specialty,Unmarried,White,Female,40
0,27,State-gov,Prof-school,NotMarried,Prof-specialty,Not-in-family,White,Male,70
0,40,Private,Some-college,Married,Sales,Wife,Black,Female,40
1,53,Federal-gov,Some-college,Married,Adm-clerical,Husband,White,Male,40
1,54,Private,HS-grad,Married,Sales,Husband,White,Male,50
0,30,State-gov,Bachelors,NotMarried,Prof-specialty,Other-relative,White,Male,35
1,59,Private,HS-grad,Married,Transport-moving,Husband,White,Male,45
0,42,Self-emp-not-inc,HS-grad,Separated,Exec-managerial,Unmarried,White,Male,55
0,23,Private,HS-grad,NotMarried,Adm-clerical,Not-in-family,White,Female,40
0,28,Private,Bachelors,Married,Other-service,Wife,White,Female,15
0,20,Private,HS-grad,NotMarried,Handlers-cleaners,Own-child,White,Male,40
0,22,Private,Some-college,NotMarried,Sales,Not-in-family,White,Female,20
0,73,,Bachelors,Married,,Husband,White,Male,30
1,47,Self-emp-not-inc,Some-college,Married,Craft-repair,Husband,White,Male,40
0,44,Private,Some-college,Married,Machine-op-inspct,Husband,White,Male,40
0,40,Private,12th,Separated,Craft-repair,Not-in-family,White,Male,40
1,37,Private,Assoc-voc,Married,Tech-support,Wife,White,Female,37
0,39,Private,HS-grad,Separated,Machine-op-inspct,Own-child,White,Male,50
1,49,Private,Some-college,Married,Sales,Husband,White,Male,40
0,44,Self-emp-not-inc,Some-college,Separated,Other-service,Not-in-family,White,Male,45
0,27,Private,9th,Married,Machine-op-inspct,Wife,White,Female,37
0,50,Private,HS-grad,Married,Adm-clerical,Husband,White,Male,40
1,39,Private,Bachelors,Married,Prof-specialty,Husband,White,Male,40
0,41,Private,HS-grad,NotMarried,Sales,Unmarried,Black,Female,40
1,55,Private,Bachelors,Married,Protective-serv,Husband,White,Male,40
0,53,Private,1st-4th,Married,Other-service,Husband,Black,Male,35
0,53,Local-gov,Masters,Separated,Prof-specialty,Unmarried,White,Female,50
1,31,Private,Masters,Married,Exec-managerial,Husband,White,Male,70
0,21,Private,HS-grad,NotMarried,Craft-repair,Not-in-family,White,Male,40
0,30,Private,HS-grad,Separated,Machine-op-inspct,Not-in-family,Black,Male,40
0,74,,HS-grad,Widowed,,Not-in-family,White,Female,10
1,53,Private,Masters,NotMarried,Exec-managerial,Not-in-family,White,Female,60
0,47,Private,Some-college,Married,Craft-repair,Husband,White,Male,47
1,60,Private,Bachelors,Separated,Exec-managerial,Not-in-family,White,Female,40
0,59,Private,9th,Separated,Machine-op-inspct,Unmarried,White,Female,40
1,37,Private,Bachelors,NotMarried,Exec-managerial,Not-in-family,White,Male,48
0,47,Federal-gov,Bachelors,Married,Craft-repair,Husband,White,Male,40
0,49,Private,9th,Married,Craft-repair,Husband,White,Male,40
0,73,Local-gov,Some-college,NotMarried,Prof-specialty,Other-relative,White,Female,11
0,58,Private,HS-grad,Separated,Other-service,Unmarried,Black,Female,20
0,18,,11th,NotMarried,,Own-child,Black,Male,15
0,35,Private,Some-college,NotMarried,Handlers-cleaners,Own-child,Black,Male,40
0,24,State-gov,Some-college,Married,Prof-specialty,Wife,White,Female,50
0,62,Private,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,38
0,58,Private,HS-grad,Married,Adm-clerical,Wife,White,Female,40
1,51,Private,Some-college,Married,Adm-clerical,Husband,White,Male,40
0,21,Private,HS-grad,NotMarried,Sales,Own-child,Black,Male,40
0,30,Private,Bachelors,Married,Craft-repair,Husband,White,Male,40
0,27,Private,Assoc-voc,NotMarried,Prof-specialty,Not-in-family,White,Female,36
1,25,Private,Bachelors,Married,Tech-support,Husband,White,Male,40
0,31,Private,HS-grad,NotMarried,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,45
0,31,Private,HS-grad,NotMarried,Other-service,Unmarried,Black,Female,34
1,44,Private,Some-college,Married,Craft-repair,Husband,White,Male,50
1,52,Self-emp-inc,Doctorate,Married,Prof-specialty,Husband,White,Male,65
0,30,Private,Assoc-acdm,Married,Sales,Husband,White,Male,40
0,29,Private,HS-grad,NotMarried,Transport-moving,Own-child,Black,Male,40
0,36,Private,11th,Separated,Transport-moving,Not-in-family,White,Male,40
0,54,Self-emp-not-inc,Bachelors,Married,Farming-fishing,Husband,White,Male,50
1,59,Local-gov,Some-college,Separated,Protective-serv,Not-in-family,White,Male,40
0,55,Private,Some-college,NotMarried,Adm-clerical,Not-in-family,White,Male,45
0,70,,Assoc-voc,NotMarried,,Not-in-family,White,Male,30
0,22,Private,Assoc-acdm,NotMarried,Adm-clerical,Own-child,White,Female,20
0,42,Private,HS-grad,Separated,Machine-op-inspct,Not-in-family,White,Female,40
0,36,Private,Assoc-acdm,Married,Sales,Wife,White,Female,40
1,32,Private,Bachelors,Married,Prof-specialty,Husband,White,Male,40
0,44,Private,7th-8th,Married,Craft-repair,Husband,White,Male,40
0,22,,HS-grad,NotMarried,,Unmarried,Black,Male,45
0,25,Private,11th,NotMarried,Handlers-cleaners,Not-in-family,White,Male,40
0,31,Private,HS-grad,Married,Transport-moving,Husband,White,Male,50
0,33,Private,HS-grad,NotMarried,Other-service,Own-child,White,Male,40
1,54,Self-emp-not-inc,Assoc-acdm,Married,Sales,Husband,White,Male,50
0,42,Self-emp-not-inc,HS-grad,NotMarried,Exec-managerial,Not-in-family,White,Male,48
0,49,Private,HS-grad,Married,Transport-moving,Husband,White,Male,44
0,30,Private,HS-grad,Married,Adm-clerical,Husband,White,Male,44
0,54,Private,HS-grad,Separated,Exec-managerial,Unmarried,White,Female,45
0,39,Private,Some-college,NotMarried,Transport-moving,Unmarried,White,Male,40
0,24,Private,Some-college,NotMarried,Machine-op-inspct,Own-child,White,Male,40
0,21,Private,HS-grad,NotMarried,Adm-clerical,Own-child,White,Female,44
0,23,Private,9th,NotMarried,Other-service,Unmarried,Black,Female,30
0,54,Private,HS-grad,Separated,Adm-clerical,Unmarried,White,Female,42
0,23,Private,Masters,NotMarried,Sales,Not-in-family,White,Female,20
0,39,Private,HS-grad,Separated,Machine-op-inspct,Unmarried,White,Male,40
0,23,Private,Some-college,NotMarried,Prof-specialty,Not-in-family,White,Male,25
0,67,,HS-grad,Widowed,,Other-relative,White,Female,8
0,19,,11th,Married,,Wife,Asian-Pac-Islander,Female,40
1,41,Private,Some-college,Married,Machine-op-inspct,Husband,Black,Male,40
0,32,Private,11th,NotMarried,Other-service,Not-in-family,Black,Male,40
0,57,Private,HS-grad,Married,Craft-repair,Husband,White,Male,40
0,18,Private,HS-grad,NotMarried,Adm-clerical,Other-relative,White,Female,30
1,60,State-gov,Doctorate,Married,Prof-specialty,Husband,White,Male,60
0,21,Private,Some-college,NotMarried,Machine-op-inspct,Own-child,White,Female,40
0,53,Private,Some-college,Widowed,Adm-clerical,Other-relative,White,Female,22
1,38,Private,Bachelors,Married,Exec-managerial,Husband,White,Male,55
0,21,Private,Some-college,NotMarried,Handlers-cleaners,Not-in-family,White,Male,40
1,53,Private,Doctorate,Separated,Exec-managerial,Not-in-family,White,Female,55
0,24,Private,HS-grad,NotMarried,Craft-repair,Not-in-family,White,Male,40
0,36,Federal-gov,Assoc-acdm,Married,Other-service,Husband,White,Male,40
0,29,Private,Masters,NotMarried,Exec-managerial,Not-in-family,Black,Male,60
0,23,Private,Some-college,NotMarried,Sales,Not-in-family,White,Male,40
0,44,Private,Some-college,Married,Exec-managerial,Husband,White,Male,50
0,32,Local-gov,Masters,Married,Prof-specialty,Husband,White,Male,48
0,25,Private,Bachelors,NotMarried,Exec-managerial,Not-in-family,White,Female,50
0,41,Self-emp-not-inc,HS-grad,Separated,Craft-repair,Unmarried,White,Male,27
0,18,Private,HS-grad,NotMarried,Other-service,Own-child,White,Female,30
0,57,Private,Some-college,Married,Craft-repair,Husband,White,Male,45
1,62,Private,Bachelors,Widowed,Exec-managerial,Not-in-family,White,Male,50
0,29,Private,Bachelors,NotMarried,Handlers-cleaners,Own-child,White,Male,40
0,19,Private,HS-grad,NotMarried,Other-service,Own-child,Black,Female,40
1,35,Self-emp-not-inc,Prof-school,Married,Prof-specialty,Husband,White,Male,65
1,52,Private,Bachelors,Married,Prof-specialty,Husband,White,Male,50
0,28,Private,10th,NotMarried,Machine-op-inspct,Unmarried,White,Female,40
0,38,Private,HS-grad,NotMarried,Other-service,Own-child,White,Male,40
0,42,Private,Some-college,Widowed,Sales,Unmarried,Black,Female,40
0,41,Private,Bachelors,NotMarried,Prof-specialty,Not-in-family,Black,Male,40
0,23,Private,Bachelors,NotMarried,Prof-specialty,Not-in-family,White,Male,38
1,31,Private,Masters,Married,Sales,Husband,White,Male,76
0,31,Private,5th-6th,NotMarried,Machine-op-inspct,Not-in-family,White,Male,45
1,46,Private,Masters,Married,Prof-specialty,Husband,White,Male,40
0,18,Private,11th,NotMarried,Sales,Own-child,White,Female,20
1,57,Self-emp-not-inc,Masters,Married,Tech-support,Husband,White,Male,38
0,25,Private,Assoc-voc,NotMarried,Adm-clerical,Not-in-family,White,Female,38
1,32,Private,Masters,Married,Exec-managerial,Husband,White,Male,40
0,27,Private,9th,NotMarried,Farming-fishing,Own-child,White,Male,40
1,46,Federal-gov,Bachelors,Married,Prof-specialty,Husband,White,Male,45
0,17,,10th,NotMarried,,Own-child,White,Female,17
0,43,State-gov,HS-grad,NotMarried,Craft-repair,Unmarried,White,Male,40
1,56,Self-emp-not-inc,Bachelors,NotMarried,Prof-specialty,Not-in-family,White,Female,40
0,19,Private,HS-grad,Married,Craft-repair,Wife,White,Female,40
0,20,Federal-gov,HS-grad,NotMarried,Adm-clerical,Own-child,White,Female,40
0,42,Private,Some-college,NotMarried,Machine-op-inspct,Not-in-family,White,Male,45
0,90,Private,HS-grad,Widowed,Transport-moving,Unmarried,White,Male,99
0,25,Private,11th,Separated,Machine-op-inspct,Not-in-family,Black,Male,35
0,27,Private,HS-grad,NotMarried,Other-service,Not-in-family,Black,Female,40
0,48,Private,HS-grad,Married,Transport-moving,Husband,White,Male,44
0,48,Federal-gov,Some-college,NotMarried,Adm-clerical,Not-in-family,Black,Male,40
0,27,Private,HS-grad,Married,Craft-repair,Husband,White,Male,48
0,46,Private,Bachelors,Widowed,Tech-support,Unmarried,White,Female,38
0,32,Private,5th-6th,Married,Other-service,Other-relative,White,Male,40
0,22,Private,Assoc-voc,Married,Tech-support,Husband,White,Male,40
1,24,Private,Bachelors,Married,Prof-specialty,Wife,White,Female,40
0,31,Private,HS-grad,Married,Craft-repair,Husband,White,Male,65
0,20,Private,Some-college,NotMarried,Prof-specialty,Not-in-family,White,Female,18
0,28,Self-emp-not-inc,Prof-school,NotMarried,Prof-specialty,Not-in-family,White,Male,40
1,40,Self-emp-inc,HS-grad,Married,Exec-managerial,Husband,White,Male,60
1,39,Private,HS-grad,Married,Machine-op-inspct,Husband,White,Male,40
0,54,Local-gov,HS-grad,Married,Transport-moving,Husband,White,Male,40
0,59,Local-gov,Some-college,Married,Protective-serv,Husband,White,Male,42
0,17,Private,11th,NotMarried,Sales,Own-child,White,Female,18
0,25,Self-emp-not-inc,Some-college,NotMarried,Craft-repair,Own-child,White,Male,80
1,49,Local-gov,HS-grad,Married,Protective-serv,Husband,White,Male,40
0,55,Self-emp-not-inc,HS-grad,Separated,Exec-managerial,Not-in-family,White,Male,60
0,39,Private,HS-grad,Married,Craft-repair,Husband,White,Male,40
0,67,Private,Some-college,Widowed,Prof-specialty,Not-in-family,White,Female,16
0,28,Private,HS-grad,NotMarried,Other-service,Unmarried,White,Male,40
0,35,Private,9th,Married,Machine-op-inspct,Husband,White,Male,40
1,44,Private,HS-grad,Married,Adm-clerical,Husband,White,Male,48
1,51,Private,Masters,Married,Prof-specialty,Husband,White,Male,47
0,55,Private,Bachelors,Widowed,Farming-fishing,Own-child,Asian-Pac-Islander,Male,40
1,45,Local-gov,HS-grad,Married,Protective-serv,Husband,White,Male,78
0,32,Private,HS-grad,Married,Craft-repair,Husband,White,Male,48
0,45,Private,Some-college,Separated,Exec-managerial,Unmarried,White,Female,40
1,45,Private,Masters,Married,Exec-managerial,Husband,White,Male,60
1,35,Private,Bachelors,NotMarried,Sales,Not-in-family,White,Male,40
0,55,Local-gov,HS-grad,Married,Transport-moving,Husband,White,Male,44
1,59,Private,Some-college,Married,Craft-repair,Husband,White,Male,40
0,22,Private,HS-grad,NotMarried,Adm-clerical,Not-in-family,White,Female,55
0,46,Local-gov,Masters,Widowed,Exec-managerial,Unmarried,Black,Female,35
0,23,Private,HS-grad,NotMarried,Farming-fishing,Own-child,White,Male,40
1,47,Private,Bachelors,Married,Exec-managerial,Husband,White,Male,45
0,34,Private,HS-grad,Married,Craft-repair,Husband,White,Male,30
0,51,Private,11th,Separated,Transport-moving,Own-child,White,Male,40
0,40,Private,Assoc-voc,Married,Sales,Husband,White,Male,50
0,24,State-gov,Some-college,NotMarried,Adm-clerical,Own-child,White,Male,12
0,20,Private,Some-college,NotMarried,Farming-fishing,Not-in-family,White,Male,72
0,44,Private,Some-college,Separated,Transport-moving,Unmarried,White,Male,50
0,26,Private,HS-grad,Separated,Craft-repair,Unmarried,White,Male,40
0,35,Local-gov,HS-grad,Separated,Adm-clerical,Unmarried,White,Female,38
0,23,Private,Some-college,NotMarried,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Male,40
0,40,Private,HS-grad,Separated,Craft-repair,Not-in-family,White,Male,50
0,49,Local-gov,HS-grad,Married,Protective-serv,Husband,White,Male,40
0,32,Private,HS-grad,NotMarried,Machine-op-inspct,Not-in-family,White,Male,45
0,28,Private,Assoc-voc,Separated,Prof-specialty,Unmarried,White,Female,40
1,51,Private,Masters,Married,Exec-managerial,Husband,White,Male,60
1,62,Private,Assoc-voc,Married,Exec-managerial,Husband,White,Male,50
0,31,Private,Some-college,Married,Machine-op-inspct,Husband,White,Male,40
1,47,Local-gov,Assoc-acdm,Married,Protective-serv,Husband,White,Male,40
0,36,Private,Assoc-voc,NotMarried,Tech-support,Not-in-family,White,Female,3
0,44,State-gov,HS-grad,NotMarried,Craft-repair,Not-in-family,White,Male,40
0,18,,HS-grad,NotMarried,,Own-child,White,Female,20
1,46,Private,Bachelors,Married,Exec-managerial,Husband,White,Male,40
0,32,Private,HS-grad,NotMarried,Craft-repair,Not-in-family,White,Male,40
